player name,WAR,cluster,teammate_WAR,performance,avg_performance,cWAR
arby,1.8409459802308041,4,3.5666126082348875,0.5161609017980471,0.5245222474747003,1.828990320985307
argon,2.3704695420423096,3,4.240473967805549,0.5590105162864685,0.5245222474747003,2.419783373311352
awe,1.5822097229208625,4,4.284636112508391,0.3692751686197631,0.5245222474747003,1.360226175603703
beeholder,1.3928029596358382,5,4.298872223619503,0.3239926397400912,0.5245222474747003,1.1060711641304224
bylebukong,2.3681018726793166,3,4.01359504970646,0.5900201299213061,0.5245222474747003,2.461755501427111
capi,2.0525974490190535,3,4.558346060828805,0.45029434396339957,0.5245222474747003,1.9464610021829052
deso,2.561675441078044,2,4.6527228333756,0.5505755517397801,0.5245222474747003,2.5989283474950446
dies,1.5283211924549125,5,3.2232972236195025,0.4741483910499359,0.5245222474747003,1.456292994412854
elatedthug,1.403165278476418,5,4.463680556952836,0.3143516343907681,0.5245222474747003,1.1026480733972335
fernado,2.1329605683314905,3,4.2487363540542855,0.5020223404297959,0.5245222474747003,2.100788567305943
front flip freddy,1.4363495733482128,5,4.016844579388733,0.35758156556975634,0.5245222474747003,1.197645663206161
g_llama,1.4514454203203897,5,4.022731266172694,0.3608109327425502,0.5245222474747003,1.2173590938771346
gangster.goose,1.1119914689526085,5,3.6396269471218066,0.3055234740010825,0.5245222474747003,0.7988511190513667
greensleeves,2.278498611809751,3,3.1956780746833324,0.7129937867835868,0.5245222474747003,2.5479889054287703
hotshot,2.549472016065071,2,3.8380876491514173,0.6642558089127398,0.5245222474747003,2.7492732095951595
kade,3.111050695143085,1,2.5806244881122558,1.2055418017903254,0.5245222474747003,4.084821909225582
king,1.880634481374969,4,4.5010624410108075,0.41782012714150063,0.5245222474747003,1.7280640410644086
leagueson,2.2370464841501767,3,4.150513181066311,0.5389806962558435,0.5245222474747003,2.257720224183254
leon,2.7817730020536535,2,4.43262527239999,0.6275678251835388,0.5245222474747003,2.9291150521834846
lukethighwalkr4,1.4330819451430847,5,3.974476643322607,0.3605712333347739,0.5245222474747003,1.198652879079732
mini,2.8814708340319735,1,2.9853750013972804,0.9651956061410458,0.5245222474747003,3.5115776037466375
mistermirz,1.1878215284764178,5,4.503853654778923,0.2637344859587191,0.5245222474747003,0.8149282487754076
peak,2.7330236118097515,2,2.5848722236195023,1.0573147820756874,0.5245222474747003,3.494849068927305
phrez,1.6010411650012406,4,4.786518500215248,0.33448970581211424,0.5245222474747003,1.3293188368576396
pops,2.1878765187864957,3,4.423066991061363,0.4946514541172461,0.5245222474747003,2.145165089240943
ral days,2.1335306630918027,3,3.274027925373889,0.6516531659845745,0.5245222474747003,2.3153116825651563
renshirokamazaki,1.3693048618097512,5,3.9485909736195026,0.3467831616285565,0.5245222474747003,1.11516060953752
rubber ducky,2.5204569451430845,2,3.386606598619503,0.7442426132903979,0.5245222474747003,2.8346290801767307
senor brightside,2.275059836299547,3,5.260313550150115,0.4324951002653869,0.5245222474747003,2.143472738251215
snipey,2.6318200403811796,2,4.903553346068483,0.5367169182509846,0.5245222474747003,2.649256866228408
terminator,2.111305754666894,3,2.640312661407521,0.7996423247621669,0.5245222474747003,2.5046924202640524
testie,1.7442326543629427,4,3.729944032130141,0.46762971222568867,0.5245222474747003,1.6628835759545635
tipsy,2.183392842578982,3,3.2698013101579644,0.6677448063269331,0.5245222474747003,2.3881828579812474
tophatbear,1.8709498313219464,4,5.343448443131697,0.3501390256187102,0.5245222474747003,1.621604037084113
toucan,1.7317173618097512,4,4.175346181952836,0.4147482116081249,0.5245222474747003,1.5747544735884986
uday,1.2155673618097511,5,4.102328473619503,0.29631156296396,0.5245222474747003,0.8892551525429537
vpr.vnm,2.6284935097689353,2,4.906879876680726,0.5356751287636957,0.5245222474747003,2.644440709352972
waycey,1.6548892368097514,4,4.252174306952836,0.38918659428043695,0.5245222474747003,1.4613764918606569
wika,1.8334517368097514,4,3.619742415927195,0.5065144217838257,0.5245222474747003,1.8077028399170463
